編號,地震時間,經度,緯度,規模,深度,位置,震度
小區域有感地震,2013/11/11 16:24,121.69,24.15,2.7,9.6,花蓮縣政府北偏東方  19.1  公里 (位於花蓮縣近海)(花蓮縣近海),4
小區域有感地震,2013/11/11 19:28,120.89,23.9,2.7,7.4,南投縣政府東方  20.4  公里 (位於南投縣魚池鄉)(南投縣魚池鄉),3
小區域有感地震,2013/11/11 20:50,121.76,24.15,4.4,43.6,花蓮縣政府東北方  22.1  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2013/11/11 20:55,121.99,24.47,3,12.2,宜蘭縣政府東南方  37.1  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2013/11/11 22:55,121.4,22.92,3.1,22.3,臺東縣政府東北方  31.6  公里 (位於臺灣東部海域)(臺灣東部海域),3
99,2013/11/12 06:19,121.04,23.89,4.7,18.9,南投縣政府東方  35.7  公里 (位於南投縣仁愛鄉)(南投縣仁愛鄉),4
小區域有感地震,2013/11/12 07:19,121.8,24.31,2.7,14.7,花蓮縣政府北偏東方  39.4  公里 (位於花蓮縣近海)(花蓮縣近海),4
小區域有感地震,2013/11/12 19:40,118.75,25.64,5,18,連江縣政府西偏南方  133.7  公里(連江縣政府西偏南方  133.7  公里),1
小區域有感地震,2013/11/12 20:08,121.57,23.58,3.9,33.1,花蓮縣政府南方  46.0  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2013/11/12 20:11,122.48,23.95,4.8,28.1,花蓮縣政府東方  87.9  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2013/11/12 20:32,120.19,23.89,3.1,29.1,雲林縣政府西偏北方  40.6  公里 (位於彰化縣近海)(彰化縣近海),2
小區域有感地震,2013/11/12 21:55,121.39,22.1,3.6,21,臺東縣政府南偏東方  76.2  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2013/11/13 14:16,121.38,22.09,3.9,18.4,臺東縣政府南偏東方  76.8  公里 (位於臺灣東部海域)(臺灣東部海域),1
小區域有感地震,2013/11/13 17:40,120.19,23.9,3.1,29.4,雲林縣政府西偏北方  41.2  公里 (位於彰化縣近海)(彰化縣近海),1
小區域有感地震,2013/11/13 21:47,121.37,23.12,3.8,21.8,臺東縣政府北偏東方  46.1  公里 (位於臺東縣成功鎮)(臺東縣成功鎮),2
98,2013/11/15 11:26,121.78,24.24,3.9,17.6,花蓮縣政府北偏東方  32.2  公里 (位於花蓮縣近海)(花蓮縣近海),3
小區域有感地震,2013/11/15 23:43,121.79,24.24,3.1,16.9,花蓮縣政府北偏東方  32.5  公里 (位於花蓮縣近海)(花蓮縣近海),3
小區域有感地震,2013/11/16 03:39,121.78,24.24,3.2,16.6,花蓮縣政府北偏東方  31.9  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2013/11/16 21:36,121.78,24.24,3.5,17.2,花蓮縣政府北偏東方  31.9  公里 (位於花蓮縣近海)(花蓮縣近海),3
小區域有感地震,2013/11/17 05:40,121.86,24.78,3.4,9.3,宜蘭縣政府東偏北方  11.4  公里 (位於宜蘭縣近海)(宜蘭縣近海),2
小區域有感地震,2013/11/18 02:58,121.51,24.07,2.8,21.6,花蓮縣政府西北方  13.8  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),3
小區域有感地震,2013/11/18 11:00,121.56,23.56,3.4,32.9,花蓮縣政府南方  48.4  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2013/11/19 11:09,121.64,24.42,3.2,44.9,宜蘭縣政府南偏西方  36.1  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),3
小區域有感地震,2013/11/21 03:10,120.98,24.69,2.6,9.1,新竹市政府南方  13.1  公里 (位於新竹縣峨眉鄉)(新竹縣峨眉鄉),2
小區域有感地震,2013/11/21 15:36,121.73,24.25,3.2,12.8,花蓮縣政府北偏東方  31.2  公里 (位於花蓮縣近海)(花蓮縣近海),3
小區域有感地震,2013/11/23 04:18,121.73,24.26,2.7,12.7,花蓮縣政府北偏東方  31.8  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),2
小區域有感地震,2013/11/23 09:43,121.73,24.26,2.8,14.2,花蓮縣政府北偏東方  31.6  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),4
97,2013/11/23 17:01,121.74,24.26,3.8,13,花蓮縣政府北偏東方  32.2  公里 (位於花蓮縣近海)(花蓮縣近海),3
小區域有感地震,2013/11/23 17:14,121.74,24.26,3,13.8,花蓮縣政府北偏東方  31.8  公里 (位於花蓮縣近海)(花蓮縣近海),4
小區域有感地震,2013/11/24 09:48,121.9,24.43,3.4,22.7,宜蘭縣政府南偏東方  35.8  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2013/11/24 18:57,121.93,24.48,3.1,15.6,宜蘭縣政府東南方  32.3  公里 (位於宜蘭縣近海)(宜蘭縣近海),3
小區域有感地震,2013/11/24 18:59,121.74,24.45,2.7,8.4,宜蘭縣政府南方  30.9  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),2
小區域有感地震,2013/11/24 19:00,121.77,24.27,3.8,49.5,花蓮縣政府北偏東方  34.3  公里 (位於花蓮縣近海)(花蓮縣近海),3
小區域有感地震,2013/11/24 21:01,121.87,24.3,3.6,24.1,花蓮縣政府東北方  42.5  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2013/11/26 05:55,121.47,23.78,3,11.2,花蓮縣政府西南方  27.9  公里 (位於花蓮縣鳳林鎮)(花蓮縣鳳林鎮),3
小區域有感地震,2013/11/26 14:33,121.39,22.91,3.7,21.1,臺東縣政府東偏北方  30.5  公里 (位於臺灣東部海域)(臺灣東部海域),1
小區域有感地震,2013/11/26 15:51,122.12,24.37,4.3,58.4,宜蘭縣政府東南方  53.5  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2013/11/27 16:40,121.48,22.99,3.3,22.2,臺東縣政府東北方  43.3  公里 (位於臺灣東部海域)(臺灣東部海域),2
